epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,464.448,1.55085,1.90345,1.91836,0.46776,0.46674,0.44851,0.23691,1.5841,1.99507,1.99612,0.00100687,0.00100687,0.00100687
42,475.648,1.54922,1.89142,1.90768,0.50424,0.45624,0.44967,0.23254,1.65299,2.0349,2.04937,0.000990365,0.000990365,0.000990365
43,487.267,1.54528,1.90342,1.92105,0.57002,0.50638,0.50176,0.24817,1.60779,1.9144,2.03052,0.000973861,0.000973861,0.000973861
44,498.435,1.53378,1.88226,1.91098,0.55439,0.50202,0.51895,0.28277,1.55618,1.8704,1.95337,0.000957358,0.000957358,0.000957358
45,509.649,1.52649,1.87193,1.90284,0.42714,0.46708,0.40521,0.21717,1.59649,2.14582,2.00852,0.000940855,0.000940855,0.000940855
46,520.852,1.51076,1.83127,1.88232,0.53097,0.51542,0.49327,0.26925,1.54421,1.9394,1.9675,0.000924352,0.000924352,0.000924352
47,532.69,1.49941,1.83557,1.87731,0.57539,0.52381,0.54621,0.28878,1.56604,1.80371,1.97421,0.000907848,0.000907848,0.000907848
48,543.634,1.49432,1.80513,1.8754,0.60381,0.52444,0.55195,0.29673,1.54975,1.85491,1.96808,0.000891345,0.000891345,0.000891345
49,554.472,1.48185,1.8291,1.85967,0.58169,0.52608,0.55371,0.29869,1.57713,1.8055,1.96549,0.000874842,0.000874842,0.000874842
50,565.518,1.48577,1.79139,1.86308,0.52575,0.51448,0.51452,0.27122,1.57665,1.89147,1.99806,0.000858338,0.000858338,0.000858338
51,577.027,1.48394,1.79503,1.85282,0.61208,0.50262,0.56028,0.30012,1.55761,1.79539,1.97331,0.000841835,0.000841835,0.000841835
52,587.963,1.44709,1.75293,1.82175,0.58491,0.52414,0.55148,0.31335,1.4865,1.79399,1.92304,0.000825332,0.000825332,0.000825332
53,598.79,1.45886,1.77433,1.84103,0.62097,0.55655,0.58145,0.32507,1.49307,1.76312,1.92691,0.000808828,0.000808828,0.000808828
54,609.599,1.44609,1.75718,1.83561,0.57076,0.56009,0.58151,0.31748,1.50635,1.78522,1.9454,0.000792325,0.000792325,0.000792325
55,620.326,1.44152,1.75284,1.82515,0.62546,0.53808,0.57139,0.31696,1.50461,1.74901,1.92552,0.000775822,0.000775822,0.000775822
56,631.019,1.43597,1.74307,1.81676,0.60247,0.53454,0.58272,0.31585,1.53258,1.75125,1.9298,0.000759318,0.000759318,0.000759318
57,641.857,1.42087,1.72988,1.81248,0.5789,0.5662,0.57166,0.31545,1.51595,1.78109,1.92904,0.000742815,0.000742815,0.000742815
58,652.788,1.44314,1.74599,1.82781,0.62738,0.5689,0.60941,0.34439,1.53382,1.69703,1.93644,0.000726312,0.000726312,0.000726312
59,663.529,1.41388,1.66249,1.80114,0.57945,0.55862,0.58652,0.32545,1.49417,1.74668,1.91032,0.000709809,0.000709809,0.000709809
60,674.202,1.44066,1.70227,1.80765,0.58519,0.52429,0.57515,0.3297,1.49901,1.7488,1.92315,0.000693305,0.000693305,0.000693305
61,685.115,1.4105,1.69576,1.79504,0.64278,0.55307,0.58562,0.33933,1.49622,1.72291,1.93007,0.000676802,0.000676802,0.000676802
62,695.883,1.39869,1.678,1.78032,0.61704,0.53052,0.56621,0.31836,1.47494,1.75376,1.87051,0.000660299,0.000660299,0.000660299
63,706.629,1.40029,1.67356,1.78289,0.60418,0.55081,0.58673,0.32715,1.52769,1.70337,1.94788,0.000643795,0.000643795,0.000643795
64,717.36,1.39361,1.65457,1.77311,0.63029,0.57622,0.61338,0.35292,1.47268,1.68358,1.89483,0.000627292,0.000627292,0.000627292
65,728.08,1.38324,1.62561,1.76668,0.63766,0.53873,0.5918,0.34278,1.45683,1.6936,1.88496,0.000610789,0.000610789,0.000610789
66,739.037,1.38294,1.65036,1.77465,0.67056,0.55771,0.61347,0.35907,1.43899,1.67678,1.87803,0.000594286,0.000594286,0.000594286
67,749.885,1.3602,1.59166,1.74737,0.66159,0.57408,0.62867,0.36007,1.44595,1.66845,1.88223,0.000577782,0.000577782,0.000577782
68,760.836,1.38487,1.63036,1.77188,0.65809,0.54053,0.6206,0.35523,1.44246,1.653,1.86962,0.000561279,0.000561279,0.000561279
69,771.596,1.37888,1.61034,1.7509,0.63787,0.56414,0.61524,0.35478,1.45555,1.65495,1.87237,0.000544776,0.000544776,0.000544776
70,782.492,1.35932,1.59674,1.74786,0.60661,0.5767,0.61586,0.36364,1.45695,1.64524,1.87612,0.000528272,0.000528272,0.000528272
71,793.322,1.36062,1.60843,1.74011,0.67577,0.53899,0.61575,0.36741,1.43977,1.6267,1.85698,0.000511769,0.000511769,0.000511769
72,804.118,1.35118,1.58385,1.74225,0.63393,0.58587,0.60922,0.34459,1.48999,1.67333,1.89787,0.000495266,0.000495266,0.000495266
73,815.185,1.33563,1.56408,1.72191,0.69086,0.59857,0.64156,0.3666,1.46361,1.62537,1.88471,0.000478762,0.000478762,0.000478762
74,826.369,1.33239,1.54113,1.71665,0.63975,0.61323,0.63828,0.3787,1.46231,1.62648,1.8673,0.000462259,0.000462259,0.000462259
75,837.551,1.32111,1.53766,1.71262,0.70269,0.50515,0.61763,0.36655,1.46659,1.64634,1.88363,0.000445756,0.000445756,0.000445756
76,848.761,1.33179,1.53905,1.72212,0.69102,0.55369,0.62651,0.37186,1.44806,1.62535,1.85898,0.000429253,0.000429253,0.000429253
77,859.819,1.32437,1.54088,1.70994,0.63787,0.54038,0.61444,0.3635,1.43377,1.62858,1.84684,0.000412749,0.000412749,0.000412749
78,871.188,1.34465,1.54269,1.73211,0.68249,0.55305,0.62767,0.37978,1.39791,1.58062,1.83255,0.000396246,0.000396246,0.000396246
79,882.301,1.29927,1.49398,1.68738,0.66153,0.58055,0.63856,0.38322,1.41267,1.56907,1.82158,0.000379743,0.000379743,0.000379743
80,893.345,1.32452,1.51448,1.70416,0.694,0.55545,0.6429,0.38004,1.47549,1.58034,1.87522,0.000363239,0.000363239,0.000363239
81,904.532,1.30523,1.50323,1.69692,0.66485,0.57234,0.63783,0.38234,1.42368,1.55546,1.84603,0.000346736,0.000346736,0.000346736
82,915.781,1.30509,1.50948,1.69591,0.68967,0.58473,0.6552,0.3909,1.40107,1.55675,1.82217,0.000330233,0.000330233,0.000330233
83,926.957,1.27883,1.49161,1.6786,0.71782,0.58289,0.66465,0.3927,1.4474,1.54659,1.84561,0.000313729,0.000313729,0.000313729
84,938.188,1.26678,1.47747,1.67616,0.64617,0.62392,0.64856,0.3858,1.42836,1.57009,1.85278,0.000297226,0.000297226,0.000297226
85,949.141,1.30762,1.46822,1.69729,0.6686,0.60271,0.65907,0.39849,1.4075,1.52233,1.82449,0.000280723,0.000280723,0.000280723
86,960.336,1.30042,1.49648,1.69731,0.6953,0.5855,0.64954,0.39433,1.40284,1.5479,1.818,0.00026422,0.00026422,0.00026422
87,971.679,1.27089,1.45786,1.65933,0.67125,0.60517,0.65602,0.39495,1.41339,1.52916,1.82431,0.000247716,0.000247716,0.000247716
88,983.217,1.27122,1.46033,1.66318,0.66776,0.61078,0.66048,0.40025,1.40087,1.54947,1.82006,0.000231213,0.000231213,0.000231213
89,994.345,1.25806,1.44622,1.6665,0.67629,0.59918,0.66891,0.4029,1.39581,1.50928,1.80977,0.00021471,0.00021471,0.00021471
90,1005.68,1.24441,1.42423,1.65027,0.66417,0.6186,0.66353,0.40644,1.3984,1.52687,1.81537,0.000198206,0.000198206,0.000198206
91,1041.46,1.17963,1.35345,1.60886,0.67897,0.60712,0.66724,0.40705,1.40795,1.50786,1.82636,0.000181703,0.000181703,0.000181703
92,1052.57,1.17259,1.29455,1.60689,0.68271,0.60315,0.65713,0.39849,1.39209,1.52742,1.82255,0.0001652,0.0001652,0.0001652
93,1064.2,1.14304,1.2535,1.58031,0.69972,0.59944,0.65014,0.39897,1.38652,1.53594,1.8075,0.000148696,0.000148696,0.000148696
94,1075.22,1.13897,1.23624,1.57871,0.72877,0.56272,0.65026,0.39314,1.41247,1.53739,1.83112,0.000132193,0.000132193,0.000132193
95,1086.22,1.1438,1.23538,1.58031,0.7213,0.58285,0.66101,0.40993,1.38173,1.49589,1.80186,0.00011569,0.00011569,0.00011569
96,1097.3,1.14475,1.23225,1.58634,0.71896,0.58553,0.66075,0.40751,1.37644,1.4929,1.79326,9.91865e-05,9.91865e-05,9.91865e-05
97,1108.61,1.13824,1.22581,1.55572,0.66308,0.64614,0.65913,0.41223,1.37357,1.49812,1.79643,8.26832e-05,8.26832e-05,8.26832e-05
98,1119.82,1.12228,1.21571,1.55651,0.67228,0.64216,0.66476,0.41645,1.37842,1.49602,1.80015,6.61799e-05,6.61799e-05,6.61799e-05
99,1130.92,1.12088,1.20731,1.54608,0.69699,0.62493,0.66831,0.41767,1.38242,1.48966,1.80481,4.96766e-05,4.96766e-05,4.96766e-05
100,1141.89,1.12103,1.20559,1.551,0.68644,0.6245,0.66663,0.41499,1.37669,1.48658,1.79815,3.31733e-05,3.31733e-05,3.31733e-05
