epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,387.504,1.66351,2.02333,2.05111,0.51824,0.43245,0.46122,0.23005,1.69038,2.02004,2.15029,0.000676802,0.000676802,0.000676802
32,399.847,1.66346,2.02822,2.05385,0.49315,0.44068,0.46033,0.2366,1.64845,1.97054,2.10803,0.000643795,0.000643795,0.000643795
33,412.283,1.6561,2.02149,2.03169,0.48606,0.43377,0.4331,0.22059,1.67675,2.02916,2.12477,0.000610789,0.000610789,0.000610789
34,424.562,1.62665,1.98536,2.02409,0.4936,0.43983,0.4558,0.23609,1.61944,1.97956,2.07985,0.000577782,0.000577782,0.000577782
35,437.023,1.61292,2.00251,2.01528,0.49552,0.49234,0.47352,0.24488,1.64255,2.00321,2.10916,0.000544776,0.000544776,0.000544776
36,449.075,1.5927,1.96992,1.98814,0.51861,0.47379,0.47863,0.25639,1.62484,1.95398,2.07325,0.000511769,0.000511769,0.000511769
37,460.707,1.59821,1.95067,1.99217,0.53924,0.50273,0.50002,0.25987,1.64462,1.9248,2.10768,0.000478762,0.000478762,0.000478762
38,472.019,1.6061,1.9602,1.99638,0.52094,0.47319,0.47307,0.24402,1.62263,1.97868,2.05607,0.000445756,0.000445756,0.000445756
39,483.69,1.59657,1.94391,1.99338,0.52938,0.47732,0.49406,0.26065,1.64758,1.91347,2.09764,0.000412749,0.000412749,0.000412749
40,494.874,1.58458,1.94495,1.98443,0.55564,0.47972,0.50529,0.27088,1.60593,1.8883,2.05271,0.000379743,0.000379743,0.000379743
41,530.445,1.55353,1.99942,1.98689,0.56919,0.44869,0.48745,0.25384,1.65825,1.94086,2.10144,0.000346736,0.000346736,0.000346736
42,541.483,1.54088,1.86003,1.97746,0.62849,0.43821,0.51744,0.27865,1.59695,1.90052,2.03283,0.000313729,0.000313729,0.000313729
43,552.878,1.52295,1.83737,1.96101,0.5858,0.47257,0.52603,0.28558,1.59763,1.87358,2.03353,0.000280723,0.000280723,0.000280723
44,563.975,1.50111,1.82137,1.95483,0.61179,0.49391,0.5505,0.30136,1.55109,1.83946,1.99714,0.000247716,0.000247716,0.000247716
45,575.152,1.47364,1.78243,1.91027,0.61373,0.49577,0.55624,0.30405,1.55736,1.81166,1.9916,0.00021471,0.00021471,0.00021471
46,586.216,1.46694,1.77555,1.90109,0.6166,0.43921,0.51564,0.27716,1.57734,1.87769,2.00081,0.000181703,0.000181703,0.000181703
47,597.27,1.46655,1.76334,1.91071,0.61549,0.50327,0.56261,0.3058,1.55624,1.80957,1.98439,0.000148696,0.000148696,0.000148696
48,608.535,1.45151,1.76177,1.88796,0.57607,0.52772,0.56648,0.31008,1.55044,1.80132,1.97353,0.00011569,0.00011569,0.00011569
49,619.625,1.43359,1.74035,1.87277,0.62939,0.5061,0.56812,0.3175,1.54266,1.79694,1.9654,8.26832e-05,8.26832e-05,8.26832e-05
50,630.819,1.42684,1.70603,1.87279,0.67175,0.49908,0.58193,0.31892,1.53408,1.78482,1.96688,4.96766e-05,4.96766e-05,4.96766e-05
